Years,Team,Conf,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,,,
2012,Miami (OH),MAC,102.4,175,105.1,223,59.5,335,-0.038,262,,,
2012,College of Col. of Charleston,SC,102.4,176,101.6,147,66.4,106,0.03,94,,,
2011,Vermont ,AE,102.4,187,99.1,83,64.5,219,0.062,34,,,
2011,TCU,MWC,102.4,188,102.9,158,65.9,142,-0.075,323,,,
2011,Tulane,CUSA,102.4,189,104.7,206,64.7,209,-0.125,340,,,
2010,VMI,BSth,102.4,178,120.5,347,83.4,1,0.003,163,,,
2009,Texas St.,Slnd,102.4,178,106.3,245,73.9,4,-0.078,328,,,
2009,Drake,MVC,102.4,179,100.6,123,62.9,269,-0.032,263,,,
2009,Harvard,Ivy,102.4,180,110.1,302,65.1,177,0.041,68,,,
2008,Hartford,AE,102.4,183,110.1,295,66.5,120,0.116,2,,,
2008,Chattanooga,SC,102.4,184,101.5,127,72,11,0.049,57,,,
2007,UNC Greensboro,SC,102.4,198,103.6,149,66.6,125,0.005,166,,,
2006,Fla. Atlantic,ASun,102.4,180,110.2,291,65,178,0.013,134,,,
2005,Central Conn. St.,NEC,102.4,171,110.4,296,63.6,264,-0.04,263,,,
2005,Bradley,MVC,102.4,172,98.6,81,70.4,33,0.009,141,,,
2004,A&M-Corpus Christi,ind,102.4,170,107.5,248,67.6,98,0.033,84,,,
2003,La Salle,A10,102.4,160,102.1,164,67.6,137,0.001,165,,,
2003,Boston U.,AE,102.4,161,98.7,100,64.4,274,0.013,133,,,
2003,Denver,SB,102.4,162,99.8,121,67.3,153,-0.027,232,,,
2023,Houston Christian,Slnd,102.3,246,121.1,363,70.8,33,-0.02,239,,,
2023,UC San Diego,BW,102.3,247,110.8,287,66.3,239,0.03,104,,,
2022,UNC Asheville,BSth,102.3,190,105.3,226,66.8,199,-0.036,260,,,
2022,SFA,WAC,102.3,191,98.4,90,69.1,72,0.03,115,,,
2022,Lipscomb,ASun,102.3,192,110.3,311,69.2,70,0.013,148,,,
2021,Green Bay,Horz,102.3,169,110.6,324,65.9,285,-0.042,271,,,
2020,Northern Ariz.,BSky,102.3,179,106.7,269,66.6,265,0.071,25,,,
2020,UT Arlington,SB,102.3,180,98.4,95,67.7,214,-0.13,349,,,
2018,Cal St. Fullerton ,BW,103.7,192,103.1,133,69.6,98,0.097,14,,,
2018,Ohio,MAC,100.4,252,103.1,134,71.3,44,-0.047,292,,,
2018,Wake Forest,ACC,110.9,72,103,130,69.5,102,-0.12,350,,,
2017,New Hampshire,AE,102.3,211,103.2,140,65.4,296,0.063,36,,,
2017,Jacksonville,ASun,102.3,212,111.9,306,67.9,197,0.002,186,,,
2017,Detroit,Horz,102.3,213,114.5,331,72.6,18,0.016,143,,,
2016,Fordham,A10,102.3,212,102.4,125,66.4,257,0,174,,,
2016,NJIT,ASun,102.3,213,105.9,192,69,122,0.048,66,,,
2015,Texas Tech,B12,102.3,215,101.3,116,61.6,306,-0.016,221,,,
2015,Middle Tenn.,CUSA,102.3,216,101.7,121,61,320,0.003,179,,,
2014,Portland St.,BSky,102.3,224,111.7,293,64.9,162,0.063,45,,,
2013,Quinnipiac,NEC,102.3,177,105.9,243,65.3,139,-0.032,260,,,
2013,VMI,BSth,102.3,178,113.6,335,69.7,9,-0.022,242,,,
2013,Marshall,CUSA,102.3,179,106.6,254,66.4,89,-0.009,207,,,
2013,Charleston So. ,BSth,102.3,180,103.1,179,66.6,78,-0.059,306,,,
2011,Eastern Ky.,OVC,102.3,190,108.9,279,60.8,329,-0.026,245,,,
2011,Georgia Tech,ACC,102.3,191,96,50,67.8,55,-0.092,331,,,
2010,Stony Brook ,AE,102.3,179,103.4,183,65.1,217,0.052,55,,,
2010,Oral Roberts,Sum,102.3,180,99.4,104,65.6,194,0.004,158,,,
2009,Binghamton ,AE,102.3,181,103.3,178,67.2,91,0.13,3,,,
2008,Chicago St.,ind,102.3,185,111.6,315,70.9,18,0.028,101,,,
2008,UC Santa Barbara ,BW,102.3,186,97.3,64,65.2,162,0.062,40,,,
2007,Fairfield,MAAC,102.3,199,107.5,223,59.8,324,0,179,,,
2006,Georgia St.,CAA,102.3,181,107.9,258,63.6,245,-0.104,323,,,
2005,Northern Ariz.,BSky,102.3,173,109.5,285,71.7,15,-0.128,329,,,
2005,Fairfield,MAAC,102.3,174,103,172,63.2,280,-0.038,261,,,
2005,Delaware St. ,MEAC,102.3,175,107.2,245,59.3,322,0.077,25,,,
2003,Arkansas Little Rock,SB,102.3,163,100.7,138,66.1,205,0.035,81,,,
2023,UT Martin,OVC,102.2,248,111,293,71.4,24,0.046,75,,,
2022,USC Upstate,BSth,102.2,193,110.3,309,68.6,98,0.067,49,,,
2021,Col. of Charleston,CAA,102.2,170,108.6,297,63.5,345,-0.03,249,,,
2021,Youngstown St.,Horz,102.2,171,109.5,310,67.6,202,0.032,101,,,
2020,Gardner-Webb,BSth,102.2,181,106.7,270,66.2,279,-0.047,294,,,
2020,Washington St.,P12,102.2,182,98,83,70.8,59,-0.002,192,,,
2020,North Dakota,Sum,102.2,183,107.7,287,68.9,145,0.038,83,,,
2020,Ga. Southern,SB,102.2,184,98.8,102,71.8,41,0.005,170,,,
2020,Sacred Heart,NEC,102.2,185,104.8,227,68.7,152,0.019,136,,,
2019,Saint Louis ,A10,102.2,214,96.2,40,66.4,239,0.044,74,,,
2019,Vanderbilt,SEC,102.2,215,101.4,116,67.3,194,-0.109,346,,,
2019,Idaho St.,BSky,102.2,216,118.4,350,66.8,221,0.067,32,,,
2018,Utah Valley,WAC,110.8,73,103,131,68.1,182,-0.006,190,,,
2018,Illinois,B10,109.6,86,103,129,69.9,81,-0.093,343,,,
2017,N.C. Central ,MEAC,102.2,214,101.9,109,66.7,254,-0.055,304,,,
2017,Saint Joseph's,A10,102.2,215,103.3,143,68.4,162,-0.032,261,,,
2016,UNC Greensboro,SC,102.2,214,107.5,221,67.7,193,-0.017,223,,,
2015,Northern Ariz.,BSky,102.2,217,103.4,155,64.8,147,0.063,46,,,
2014,Loyola Chicago,MVC,102.2,225,108.7,243,61.9,305,-0.073,326,,,
2014,FDU,NEC,102.2,226,112.8,316,65,160,-0.017,218,,,
2014,Hartford,AE,102.2,227,107.8,226,61.9,307,0.028,115,,,
2012,Wake Forest,ACC,102.2,177,106.1,240,66,120,0.058,43,,,
2011,Longwood,ind,102.2,192,118.6,345,69.9,22,0.027,113,,,
2010,Holy Cross,Pat,102.2,181,109.4,294,65,219,-0.143,347,,,
2010,Boise St.,WAC,102.2,182,101.3,142,69.5,35,-0.064,313,,,
2010,Jacksonville ,ASun,102.2,183,99.5,106,68,71,0.043,71,,,
2009,CSUN ,BW,102.2,182,97,64,71.8,12,-0.045,283,,,
2009,George Washington,A10,102.2,183,104.4,205,63,265,-0.066,314,,,
2009,Southern Ill.,MVC,102.2,184,101.4,140,63.7,244,-0.015,208,,,
2008,Southern Utah,Sum,102.2,187,108,252,64.7,187,0.027,105,,,
2008,Hawaii,WAC,102.2,188,109.2,275,66.8,108,-0.054,295,,,
2008,CSUN,BW,102.2,189,98.7,78,72.2,10,0.023,115,,,
2007,James Madison,CAA,102.2,200,115.9,334,63,279,0.02,129,,,
2007,NIU,MAC,102.2,201,109.5,255,65.7,171,-0.083,321,,,
2006,UC Santa Barbara,BW,102.2,182,103.3,170,62,289,-0.016,209,,,
2005,Bucknell ,Pat,102.2,176,95.6,41,63.1,281,0.063,40,,,
2005,Dayton,A10,102.2,177,97.5,65,63,287,-0.001,163,,,
2005,Wofford,SC,102.2,178,108.4,269,66.7,136,0.01,137,,,
2005,Georgia St.,ASun,102.2,179,109.6,287,65,214,0.035,89,,,
2004,Fairfield,MAAC,102.2,171,97.3,58,62.1,290,0.025,103,,,
2004,Eastern Ky.,OVC,102.2,172,106.4,227,67.2,115,-0.05,268,,,
2004,UNC Greensboro,SC,102.2,173,108.7,270,67,118,-0.036,247,,,
2004,Tulsa,WAC,102.2,174,102,142,67,119,-0.099,316,,,
2003,Ga. Southern,SC,102.2,164,109.2,291,71.6,22,0.081,21,,,
2003,Iona,MAAC,102.2,165,101.7,154,69,82,-0.033,257,,,
2003,Marshall,MAC,102.2,166,102.9,178,67.5,143,-0.027,236,,,
2023,Canisius,MAAC,102.1,249,108.8,250,67.9,160,-0.081,338,,,
2022,Temple,Amer,102.1,194,97.7,78,66.3,223,0.083,31,,,
2022,Norfolk St. ,MEAC,102.1,195,102.6,167,66.8,198,0.128,5,,,
2021,Miami (FL),ACC,102.1,172,99.1,116,67.8,190,0.019,132,,,
2021,UNCW,CAA,102.1,173,109.5,309,69,130,-0.122,350,,,
2020,FDU,NEC,102.1,186,112.4,331,68.9,142,-0.027,255,,,
2019,Santa Clara,WCC,102.1,217,103.9,154,66.3,242,0.059,47,,,
2019,St. Bonaventure,A10,102.1,218,97.2,50,64,330,-0.044,284,,,
2019,Prairie View ,SWAC,102.1,219,106.2,210,71.1,38,0.061,39,,,
2019,American,Pat,102.1,220,105.2,182,66.6,233,-0.119,351,,,
2018,Miami (OH),MAC,100.2,254,103,132,66.7,248,0.022,118,,,
2018,Boston College ,ACC,113.1,52,102.9,128,70.2,73,0.004,166,,,
2018,Marshall ,CUSA,109.4,93,102.9,126,74.7,6,0.06,54,,,
2018,Radford ,BSth,102.9,212,102.9,127,63,344,0.063,45,,,
2018,Lipscomb ,ASun,103.2,203,102.8,125,74.9,5,0.112,7,,,
2018,Arizona St. ,P12,116.7,18,102.6,123,71.3,43,-0.083,340,,,
2018,UMBC ,AE,103.1,206,102.6,124,68.4,170,0.125,2,,,
2018,Hawaii,BW,99.1,273,102.5,121,67.9,192,0.034,93,,,
2017,Saint Francis (PA),NEC,102.1,216,109.7,275,70.3,69,-0.001,189,,,
2016,UCF,Amer,102.1,215,104,157,67.9,179,-0.019,230,,,
2016,UIW,Slnd,102.1,216,109.1,259,67.2,224,0.123,6,,,
2016,Portland St.,BSky,102.1,217,110.4,279,72.1,29,-0.045,284,,,
2013,Nebraska,B10,102.1,181,99.1,107,60.5,318,0.104,7,,,
2013,Penn St.,B10,102.1,182,101.5,148,64,200,0.02,132,,,
2013,Drexel,CAA,102.1,183,102,155,60.5,317,-0.089,331,,,
2012,LMU (CA),WCC,102.1,178,99.4,104,66.1,116,0.057,44,,,
2012,VMI,BSth,102.1,179,111.7,322,72.7,4,0.073,22,,,
2012,Georgia St.,CAA,102.1,180,93.5,24,63.9,231,-0.075,328,,,
2012,Samford,SC,102.1,181,112.6,326,61.6,309,0.023,113,,,
2011,Tennessee St.,OVC,102.1,193,108.8,277,64.1,238,0.022,126,,,
2011,LMU (CA),WCC,102.1,194,105.4,223,66.2,117,-0.1,335,,,
2009,UNC Asheville,BSth,102.1,185,110.7,309,67.7,71,0.065,30,,,
2009,Southern Utah,Sum,102.1,186,107.5,266,62.7,276,-0.048,287,,,
2008,Tulane,CUSA,102.1,190,102.2,141,63.5,240,0.074,28,,,
2008,ULM,SB,102.1,191,112.1,319,65.1,170,-0.031,250,,,
2008,Jacksonville,ASun,102.1,192,107.1,238,66.1,136,0.089,14,,,
2007,Southeastern La.,Slnd,102.1,202,109.4,253,63.1,273,0.078,24,,,
2007,Weber St. ,BSky,102.1,203,104.8,168,65.2,191,0.098,13,,,
2007,Liberty,BSth,102.1,204,108.4,237,68.3,71,-0.054,292,,,
2007,South Fla.,BE,102.1,205,101.3,111,65.2,189,-0.064,307,,,
2007,Rider,MAAC,102.1,206,111.2,292,67.7,87,0.111,4,,,
2006,Kansas City,MCon,102.1,183,113.4,318,65.6,148,0.119,4,,,
2006,Delaware St. ,MEAC,102.1,184,105.7,213,54.5,333,0.106,6,,,
2006,Portland St.,BSky,102.1,185,102.6,159,65.6,149,-0.094,317,,,
2005,Texas St.,Slnd,102.1,180,111.4,304,61.7,305,0.031,98,,,
2005,Penn ,Ivy,102.1,181,92.5,17,68.2,83,0.034,91,,,
2005,Mercer,ASun,102.1,182,110.3,295,71.2,19,0.009,140,,,
2004,Northern Ariz.,BSky,102.1,175,105.4,197,69.4,38,0.017,127,,,
2004,Clemson,ACC,102.1,176,97.1,55,64.9,198,0.022,110,,,
2003,Wright St.,Horz,102.1,167,107.7,266,66,207,0.016,123,,,
2003,Southeast Mo. St.,OVC,102.1,168,111.3,304,65.3,244,-0.012,193,,,
2023,Eastern Mich.,MAC,102,250,114.6,344,69.4,84,-0.011,224,,,
2023,Seattle U,WAC,102,251,99.6,68,69.2,98,0.108,11,,,
2020,Central Mich.,MAC,102,187,106.4,264,73.6,11,-0.036,276,,,
2020,Miami (OH),MAC,102,188,107,276,67.1,243,-0.022,243,,,
2020,Drake,MVC,102,189,101.3,155,67.9,204,0.065,36,,,
2020,Nebraska,B10,102,190,101.3,152,73.1,16,-0.047,299,,,
2020,Northern Ky. *,Horz,102,191,99.8,120,65.7,304,0.074,20,,,
2019,Howard,MEAC,102,221,113.9,334,71.3,31,0.017,138,,,
2018,Robert Morris,NEC,94.7,331,102.5,122,69.3,112,0.036,89,,,
2018,Davidson ,A10,117,16,102.3,120,64.5,332,-0.063,318,,,
2017,Pepperdine,WCC,102,217,114.2,327,68.5,154,0.026,115,,,
2017,Green Bay,Horz,102,218,103.4,150,74,7,0.032,95,,,
2016,Marist,MAAC,102,218,116,341,68.1,163,-0.042,281,,,
2015,Dartmouth,Ivy,102,218,102.7,141,63.4,234,-0.027,247,,,
2015,Fordham,A10,102,219,105.5,186,65.4,115,-0.06,314,,,
2015,Missouri,SEC,102,220,104.1,166,62,291,-0.019,225,,,
2015,Rice,CUSA,102,221,105.6,189,62,296,-0.061,315,,,
2015,Samford,SC,102,222,112.6,323,66.1,86,0.01,157,,,
2012,Rutgers,BE,102,182,96.9,59,65.3,160,-0.048,281,,,
2012,Old Dominion,CAA,102,183,95.9,47,64.5,197,-0.006,189,,,
2012,Indiana St.,MVC,102,184,98.9,94,64,227,0.06,36,,,
2012,San Diego,WCC,102,185,106.3,249,65.3,154,0.004,164,,,
2012,UTEP,CUSA,102,186,99.4,101,61.4,318,-0.031,253,,,
2011,UNCW,CAA,102,195,105.9,234,61.8,316,0.002,176,,,
2009,Robert Morris ,NEC,102,187,100.6,122,66,139,0.055,44,,,
2009,UTSA,Slnd,102,188,104.3,202,68.9,45,0.056,40,,,
2009,Morehead St. ,OVC,102,189,101.3,137,65.3,169,0.015,128,,,
2009,DePaul,BE,102,190,105.8,233,64.6,205,-0.016,215,,,
2008,Alabama St. ,SWAC,102,193,106.5,222,64.3,200,-0.034,257,,,
2005,App State,SC,102,183,103.8,190,67.1,119,0.007,148,,,
2005,California,P10,102,184,100.2,108,66.2,158,0.029,102,,,
2005,ETSU,SC,102,185,111.3,302,72.3,13,-0.058,291,,,
2004,Baylor,B12,102,177,108.7,269,61,307,0.007,152,,,
2003,UNI,MVC,102,169,104.8,214,64.6,269,-0.01,190,,,
2023,Tennessee Tech,OVC,101.9,252,111.6,308,66.8,210,0.019,127,,,
2022,Wagner,NEC,101.9,196,100.3,123,66.5,217,0.081,33,,,
2021,Fla. Atlantic,CUSA,101.9,174,103.1,192,68.1,177,-0.098,338,,,
2021,Texas A&M,SEC,101.9,175,98.9,111,64.3,334,0.018,135,,,
2021,North Florida,ASun,101.9,176,114.2,352,66.5,260,0.036,94,,,
2021,Harvard,Ivy,101.9,177,103.2,194,68.1,180,0,173,,,
2020,Tulane,Amer,101.9,192,103.1,191,68.7,154,-0.014,225,,,
2020,Saint Joseph's,A10,101.9,193,110.2,315,71.2,47,0.009,162,,,
2019,Columbia,Ivy,101.9,222,106.5,218,67.6,178,-0.06,308,,,
2019,Cleveland St.,Horz,101.9,223,111.6,309,69.1,103,-0.041,276,,,
2019,Portland St.,BSky,101.9,224,112.1,314,69.1,104,0.046,69,,,
2017,Duquesne,A10,101.9,219,107.3,221,70,77,-0.075,327,,,
2016,North Dakota St.,Sum,101.9,219,99.8,82,64.5,325,0.003,170,,,
2015,Western Caro.,SC,101.9,223,107.5,233,65.7,106,0.009,159,,,
2015,Manhattan ,MAAC,101.9,224,101.6,119,67.7,30,-0.001,186,,,
2014,Troy,SB,101.9,228,108.8,245,63.3,248,-0.085,334,,,
2014,Niagara,MAAC,101.9,229,110.7,274,70.6,9,-0.025,239,,,
2014,Illinois St.,MVC,101.9,230,99.9,80,66.7,75,0.029,112,,,
2014,Tennessee St.,OVC,101.9,231,113.6,322,63.2,256,-0.05,294,,,
2013,Georgia,SEC,101.9,184,96.7,71,60.9,308,-0.002,183,,,
2012,Wofford,SC,101.9,187,104.7,211,60.9,321,0.048,59,,,
2012,CSU Bakersfield,ind,101.9,188,108.6,281,65,175,0.054,52,,,
2011,Fresno St.,WAC,101.9,196,102.9,156,65.5,162,-0.033,265,,,
2011,UNC Asheville ,BSth,101.9,197,100,102,67.4,66,-0.011,207,,,
2011,Evansville,MVC,101.9,198,102.1,135,66.2,121,0.044,68,,,
2011,Kansas City,Sum,101.9,199,111.6,320,63.8,249,0.114,10,,,
2010,East Carolina,CUSA,101.9,184,108.4,280,66.9,123,-0.016,223,,,
2009,UMBC,AE,101.9,191,110.5,306,63.6,248,0.092,9,,,
2009,Nicholls,Slnd,101.9,192,102.3,162,59.1,332,0.043,63,,,
2006,Purdue,B10,101.9,186,101.7,143,65.5,153,-0.009,189,,,
2004,UC Santa Barbara,BW,101.9,178,98.5,74,63.1,270,-0.034,243,,,
2004,Virginia Tech,BE,101.9,179,98.8,81,66.3,142,0.052,55,,,
2004,Central Conn. St.,NEC,101.9,180,108.4,263,64.2,224,-0.041,258,,,
2004,UC Riverside,BW,101.9,181,106,209,64.8,204,-0.007,184,,,
2023,Tex. A&M-Commerce,Slnd,101.8,253,112.8,326,65.5,282,0.026,117,,,
2023,Louisville,ACC,101.8,254,111.9,313,66.7,217,-0.035,269,,,
2021,Saint Mary's (CA) ,WCC,101.8,178,90.2,13,62.9,348,0.037,92,,,
2021,Nebraska,B10,101.8,179,94.1,40,71.8,35,-0.128,351,,,
2021,Milwaukee,Horz,101.8,180,106.9,271,69.8,97,-0.01,204,,,
2021,La Salle,A10,101.8,181,105.6,245,68.5,155,-0.012,211,,,
2019,Niagara,MAAC,101.8,225,115.3,345,69.7,81,0.031,100,,,
2019,Loyola Maryland,Pat,101.8,226,110.5,291,68.5,128,-0.028,251,,,
2019,NJIT,ASun,101.8,227,103.3,149,66.9,216,0.084,18,,,
2018,Georgetown,BE,109.7,84,102.3,119,70.5,65,-0.046,285,,,
2018,Tulsa,Amer,108.3,113,102.3,118,67.3,220,0.029,104,,,
2018,Bucknell ,Pat,109.5,90,102.2,116,71.4,40,0.006,160,,,
2017,Coastal Carolina,SB,101.8,220,105.4,190,68.8,128,0.05,56,,,
2017,North Florida,ASun,101.8,221,109.5,268,69.9,86,0.025,119,,,
2017,UC Irvine ,BW,101.8,222,100,81,66.5,258,-0.011,212,,,
2017,Stony Brook,AE,101.8,223,105.9,195,65.9,281,0.05,57,,,
2017,Idaho,BSky,101.8,224,106,199,66.5,260,0.031,97,,,
2016,Santa Clara,WCC,101.8,220,108.9,253,65.5,298,0.019,125,,,
2015,Eastern Mich.,MAC,101.8,225,99.2,81,66,91,-0.001,185,,,
2013,Omaha,Sum,101.8,185,118.1,345,70.9,3,0.095,8,,,
2013,Central Conn. St.,NEC,101.8,186,109.9,302,68.8,23,0.056,40,,,
2013,Louisiana Tech ,WAC,101.8,187,93.7,35,68.7,25,0.082,19,,,
2013,Western Ky. ,SB,101.8,188,102.2,157,64.6,179,0.029,105,,,
2012,ETSU,ASun,101.8,189,99.6,110,64.1,220,-0.017,210,,,
2012,George Washington,A10,101.8,190,102.5,161,62.6,280,-0.038,261,,,
2012,LSU ,SEC,101.8,191,94.5,30,65.1,168,0.021,120,,,
2011,Montana,BSky,101.8,200,96.8,57,62.7,289,0.008,156,,,
2011,UTSA ,Slnd,101.8,201,107.1,248,66.7,98,0.085,19,,,
2011,Penn,Ivy,101.8,202,103.7,178,63.3,269,0.007,162,,,
2010,Coastal Carolina ,BSth,101.8,185,99.3,102,63.1,281,0.022,108,,,
2010,Loyola Chicago,Horz,101.8,186,106.1,241,62.9,289,0.06,44,,,
2009,Saint Louis,A10,101.8,193,100.1,113,60,326,0.038,73,,,
2009,Ohio,MAC,101.8,194,102.4,165,65.1,181,-0.023,235,,,
2009,Northern Ariz.,BSky,101.8,195,108.3,281,62.2,297,-0.132,344,,,
2008,Manhattan,MAAC,101.8,194,109.3,279,66,139,-0.061,307,,,
2008,Colorado St.,MWC,101.8,195,111.6,314,63.6,235,-0.043,276,,,
2007,Texas Pan American,ind,101.8,207,112.2,309,64.1,231,0.015,146,,,
2006,Utah Valley St.,ind,101.8,187,108.2,264,59.3,322,-0.011,195,,,
2006,Penn ,Ivy,101.8,188,94.5,34,64.3,220,-0.03,238,,,
2006,Boise St.,WAC,101.8,189,100,115,69.8,31,-0.049,282,,,
2005,Cornell,Ivy,101.8,186,108.7,274,62.3,297,0.038,79,,,
2005,American,Pat,101.8,187,103.7,187,63.9,256,0.041,73,,,
2005,Northwestern,B10,101.8,188,97.9,73,60.6,315,0.06,44,,,
2004,Santa Clara,WCC,101.8,182,102,140,61.4,302,0.035,79,,,
2004,Brown,Ivy,101.8,183,106.2,216,70.4,24,0.032,86,,,
2003,Kansas City,MCon,101.8,170,113.1,316,64.7,267,0.005,153,,,
2003,Louisiana Tech,WAC,101.8,171,104.1,197,67.6,135,0.035,80,,,
2023,App State,SB,101.7,255,102.4,109,65.1,299,-0.035,270,,,
2021,UC San Diego,BW,101.7,182,108,289,69.7,99,0.023,124,,,
2021,Duquesne,A10,101.7,183,97,80,69,135,0.007,159,,,
2021,Abilene Christian ,Slnd,101.7,184,91.6,26,69.3,115,0.009,150,,,
2021,Hawaii,BW,101.7,185,103.9,208,66.9,245,-0.02,225,,,
2021,CSUN,BW,101.7,186,110.4,320,70.1,86,0.059,55,,,
2019,Georgia Tech,ACC,101.7,228,96.5,43,66.8,225,-0.023,242,,,
2019,Weber St.,BSky,101.7,229,106.7,222,71.1,37,-0.022,239,,,
2018,South Alabama,SB,96.9,309,102.2,117,70.4,69,-0.033,269,,,
2018,UT Arlington,SB,105.5,163,102.1,115,72.8,15,0.009,152,,,
2017,Bryant,NEC,101.7,225,112,307,69.1,110,-0.014,223,,,
2017,Boston U.,Pat,101.7,226,103.4,149,69.6,94,0.003,182,,,
2017,UIW,Slnd,101.7,227,114.3,329,71.8,31,0.032,96,,,
2016,Coastal Carolina,BSth,101.7,221,102.8,132,66.7,247,0.016,131,,,
2016,Auburn,SEC,101.7,222,104.2,162,71.8,35,0.049,61,,,
2016,Cal St. Fullerton,BW,101.7,223,110.5,281,68.6,137,0.011,151,,,
2015,Delaware,CAA,101.7,226,109.6,282,65.3,120,0.024,123,,,
2014,South Dakota,Sum,101.7,232,108.9,246,65.5,129,0.024,127,,,
2014,Washington St.,P12,101.7,233,103.6,141,60.5,338,-0.042,269,,,
2013,South Carolina,SEC,101.7,189,105.3,229,65.2,145,0.028,110,,,
2012,Wyoming,MWC,101.7,192,93.7,25,60,331,-0.03,250,,,
2011,UAlbany,AE,101.7,203,108.6,276,59.9,333,0.025,116,,,
2008,Iowa St.,B12,101.7,196,97.4,66,64.1,212,-0.015,206,,,
2008,Sacred Heart,NEC,101.7,197,106.4,220,67.9,81,0.043,70,,,
2006,Southern Utah,MCon,101.7,190,109.6,285,64.6,207,-0.1,322,,,
2005,Eastern Ill.,OVC,101.7,189,108.7,277,66.2,163,0.056,51,,,
2005,Furman,SC,101.7,190,104.8,209,63.1,283,-0.012,191,,,
2004,Texas St.,Slnd,101.7,184,111.2,300,63,271,-0.04,255,,,
2004,Chicago St.,MCon,101.7,185,108.4,260,63.2,263,0.054,52,,,
2004,Green Bay,Horz,101.7,186,101.7,136,63.1,269,0.105,7,,,
2003,Drake,MVC,101.7,172,107.9,269,62.3,302,-0.024,227,,,
2003,Drexel,CAA,101.7,173,96.7,65,67.6,138,0.013,129,,,
2003,Western Mich.,MAC,101.7,174,94,30,65.3,242,0.015,124,,,
2003,New Orleans,SB,101.7,175,102.2,167,66.3,193,0.005,150,,,
2023,NIU,MAC,101.6,256,107.6,219,69.4,83,-0.014,232,,,
2023,Southern Ill.,MVC,101.6,257,98.6,57,64,333,0.087,25,,,
2022,UC San Diego,BW,101.6,197,109.6,297,67.9,125,0.006,160,,,
2022,Kent St.,MAC,101.6,198,100,121,66,243,0.056,66,,,
2022,Hawaii,BW,101.6,199,101.5,148,65.2,280,-0.01,198,,,
2021,George Washington,A10,101.6,187,107.8,285,67.8,188,-0.094,335,,,
2021,Cal St. Fullerton,BW,101.6,188,109.6,313,71.8,39,-0.044,274,,,
2020,Iona,MAAC,101.6,194,106.1,260,68.7,156,-0.077,326,,,
2019,Canisius,MAAC,101.6,230,111.5,307,67.7,169,0.115,6,,,
2019,Lafayette,Pat,101.6,231,112.9,323,68.9,109,0.004,169,,,
2019,Western Caro.,SC,101.6,232,111.2,303,69.5,85,-0.051,296,,,
2019,FGCU,ASun,101.6,233,106.1,207,67.9,152,-0.003,187,,,
2018,Indiana St.,MVC,104.7,176,102.1,113,69.9,82,-0.097,346,,,
2018,Stony Brook,AE,96.8,311,102.1,114,68.4,171,0.009,150,,,
2017,Quinnipiac,MAAC,101.6,228,113,319,73.2,12,0.027,111,,,
2017,Grand Canyon,WAC,101.6,229,100.6,90,68.9,122,0.078,17,,,
2016,Kennesaw St.,ASun,101.6,224,110.2,275,68.6,139,-0.026,245,,,
2016,Houston Baptist,Slnd,101.6,225,112,305,70.3,71,0.074,36,,,
2016,TCU,B12,101.6,226,98.5,57,69.6,97,-0.031,257,,,
2016,Northwestern St.,Slnd,101.6,227,118.2,349,73.8,8,-0.053,299,,,
2016,NIU,MAC,101.6,228,101.7,115,67.9,177,0.038,85,,,
2015,FGCU,ASun,101.6,227,103.6,159,64.2,176,0.044,73,,,
2015,New Mexico,MWC,101.6,228,98.7,74,62,289,-0.068,322,,,
2015,Southern California,P12,101.6,229,100.1,95,68,25,-0.005,198,,,
2014,Siena,MAAC,101.6,234,101.3,102,64.6,175,0.041,85,,,
2014,Marist,MAAC,101.6,235,105.5,176,64.4,192,-0.021,228,,,
2013,Western Caro.,SC,101.6,190,109,293,65,151,-0.031,258,,,
2013,Wake Forest,ACC,101.6,191,98.7,102,67.8,45,-0.006,196,,,
2013,FIU,SB,101.6,192,102.9,175,67.8,43,0.07,29,,,
2011,Holy Cross,Pat,101.6,204,106.9,244,64.7,206,-0.15,345,,,
2010,Central Mich.,MAC,101.6,187,103.4,184,63.5,272,-0.016,222,,,
2009,San Jose St.,WAC,101.6,196,104.2,197,66.2,133,0.014,133,,,
2009,Santa Clara,WCC,101.6,197,99.3,94,63.7,241,-0.051,298,,,
2009,Tennessee St.,OVC,101.6,198,111.4,316,68.6,53,0.059,37,,,
2009,SMU,CUSA,101.6,199,105.1,218,63.6,247,-0.069,317,,,
2009,Gardner-Webb,BSth,101.6,200,107.5,267,68.5,54,-0.05,295,,,
2008,San Diego ,WCC,101.6,198,97,59,63,260,0.045,65,,,
2007,Western Caro.,SC,101.6,208,109.9,268,67.5,97,0.005,165,,,
2006,Hartford,AE,101.6,191,109.1,273,65.1,174,-0.026,228,,,
2005,UC Davis,ind,101.6,191,111.8,306,64.1,247,0.013,128,,,
2005,San Francisco,WCC,101.6,192,97.8,69,65.8,184,0.048,62,,,
2005,St. John's (NY),BE,101.6,193,96.1,49,66.3,153,-0.079,312,,,
2004,Iona,MAAC,101.6,187,105.6,199,69.2,45,-0.051,270,,,
2004,Furman,SC,101.6,188,102.4,153,66.6,132,-0.08,306,,,
2003,Rhode Island,A10,101.6,176,97.3,75,68.5,100,0.112,7,,,
